y_true,rf,xgb,mlp,tab
1,0.45294387627788,0.5844704,0.54516405,0.3935051
1,0.6400636403423087,0.6628084,0.7088103,0.6650168
0,0.0293034805436063,0.04710735,0.07539375,0.06652155
1,0.5936028172367431,0.60023075,0.28082976,0.3589388
0,0.466628062284511,0.4678239,0.63376564,0.4063652
1,0.2836220357360252,0.285766,0.26783606,0.30794364
1,0.0532379125439465,0.09793819,0.104364865,0.043791063
0,0.4523193440609055,0.4434591,0.50445545,0.49790058
1,0.5419563500991265,0.5357013,0.20932508,0.3615512
1,0.3718829730397384,0.31746674,0.30691776,0.33827016
0,0.0291192653577725,0.08328974,0.08701143,0.035862986
0,0.0278002460950811,0.026527187,0.00229742,0.0013958804
1,0.6737209065154817,0.65658593,0.5693829,0.5447411
0,0.0244399656806931,0.008503207,0.0012137954,0.0025947406
0,0.7293491671506004,0.7628944,0.7701444,0.8011328
1,0.6524973298046924,0.6299108,0.58162683,0.61425114
0,0.3789167460353859,0.361398,0.33068216,0.34065953
0,0.030693707967026,0.07126618,0.032828588,0.036193322
1,0.6448223446506404,0.7529977,0.6935554,0.75868446
1,0.3286766306610644,0.3431379,0.31258848,0.21470207
1,0.585758914755763,0.54362386,0.6574566,0.6697801
1,0.5463613987725118,0.6644826,0.72651416,0.6051841
1,0.5267206778241504,0.45870295,0.3534917,0.3554468
0,0.6946587854868292,0.65917766,0.5480715,0.6063667
0,0.0311898681601814,0.08334068,0.08204112,0.05099678
1,0.3856807513767191,0.43032938,0.42048275,0.3639265
1,0.7120344128646044,0.7061942,0.790619,0.62277704
1,0.6196802993271069,0.59679,0.51059043,0.31155813
0,0.024695216478814,0.0077814823,0.00059634616,0.02245102
0,0.6176431294323429,0.5672953,0.46963316,0.5555838
1,0.4601264289856573,0.52474433,0.60835475,0.52567965
1,0.6451342686392881,0.65633905,0.6722611,0.60906714
0,0.6260649322338415,0.67022645,0.60511,0.6281002
1,0.3624245794384554,0.29553005,0.23588307,0.31132814
1,0.4984675995232017,0.506005,0.54143935,0.6687742
1,0.3602260577233059,0.32111135,0.42747897,0.44866157
0,0.0426049566949875,0.0419318,0.0372282,0.005877178
0,0.024912649837023,0.019089773,0.006382119,0.008004066
0,0.0272476676002748,0.035301644,0.07269393,0.049940966
1,0.6143074098461988,0.62398124,0.757481,0.6211611
0,0.0248936075933621,0.02002078,0.008954425,0.11516857
0,0.0431284716319734,0.030364463,0.018597487,0.1680232
0,0.0629760120133616,0.04850357,0.021838734,0.09443158
0,0.3035059624017934,0.38713884,0.44769505,0.40707108
0,0.1319162377734288,0.11677292,0.13438222,0.103289165
0,0.468153518078889,0.44909397,0.536601,0.46028426
0,0.2952993753614558,0.24109887,0.28198466,0.17016149
1,0.6505653336609402,0.69541466,0.7928166,0.6941418
1,0.33713144333184,0.35566863,0.2663003,0.19696096
1,0.6220329241531285,0.67048305,0.75448984,0.7331164
0,0.026655192954532,0.014124173,0.005458433,0.008925275
0,0.0274477443478604,0.016973052,0.010490407,0.010471676
1,0.2623001261153357,0.23000132,0.28329512,0.10542258
0,0.0528334858471309,0.157208,0.2661179,0.1540617
0,0.2301996189522622,0.20155315,0.1029343,0.052374844
1,0.2986088809832187,0.24334039,0.22410633,0.10866815
1,0.6375108621027507,0.6072989,0.6774371,0.5255844
1,0.5868603154643053,0.70202595,0.73635465,0.6942951
1,0.5458993131904933,0.6024129,0.5538012,0.60064787
0,0.0298903660586673,0.018295584,0.003281713,0.046757445
0,0.0328478247631968,0.05206218,0.034808666,0.10264018
1,0.6358712988752052,0.6419939,0.75432295,0.5760861
0,0.442080522018865,0.3513885,0.32933423,0.18371046
0,0.0691709335903386,0.038524956,0.0052318806,6.6235756e-05
1,0.6858033860894224,0.6464304,0.60917115,0.6269614
0,0.478211933089621,0.47218466,0.3751017,0.31944948
1,0.4968953643504469,0.46341616,0.42764655,0.4318778
1,0.7160438054314634,0.71955806,0.77674913,0.83563715
0,0.0298843174810845,0.023899663,0.0091615375,0.0057423837
0,0.0287576006759881,0.054918934,0.03039058,0.00878237
0,0.0568369487079334,0.024869172,0.11117725,0.038947646
1,0.2999138435528523,0.20535293,0.21707131,0.25669017
1,0.3877970136090714,0.33815217,0.50436026,0.26958153
1,0.5741940282089261,0.5083111,0.49355397,0.6435827
1,0.3384254397598206,0.41522706,0.6195542,0.3168389
1,0.6665192579989918,0.6781425,0.7102908,0.76181453
1,0.0517407215301203,0.03292078,0.004118111,0.0010795523
0,0.5325181122029155,0.48753256,0.41065374,0.3786529
1,0.3012358842892441,0.2867245,0.18981224,0.36597195
0,0.0302374380337449,0.019685803,0.010481324,0.0059989677
1,0.6690966743844325,0.70540977,0.8052894,0.6307943
0,0.0719182492868293,0.022210967,0.006448524,0.020295046
0,0.4149561610331106,0.4071411,0.3980799,0.28921387
1,0.581227462112273,0.7260689,0.7309791,0.6843584
0,0.0341088136039631,0.07815965,0.101161964,0.086447164
0,0.3073994861718473,0.27594897,0.29842654,0.3185503
1,0.7073539973503641,0.7164403,0.5301709,0.7135802
0,0.602795499665985,0.5865248,0.5415577,0.56750005
0,0.0759473014946809,0.08494614,0.017523376,0.018193109
1,0.7538726774538312,0.8131356,0.89903927,0.8335718
0,0.5181634408296205,0.56770796,0.54865545,0.51997274
0,0.6275459802538811,0.6697045,0.5159209,0.6052074
0,0.0278652500954488,0.013319094,0.0058316947,0.016149342
1,0.7223065574818998,0.73659515,0.8183063,0.7625379
0,0.027629188993623,0.017673539,0.011699944,0.011873758
1,0.4422192229451681,0.34749302,0.38546157,0.32541975
0,0.0737993644203906,0.05051029,0.04448114,0.06748913
0,0.0267293433879982,0.02781943,0.012954481,0.01355361
0,0.4843060712313338,0.50871015,0.725655,0.5168262
1,0.6041947873922497,0.6343742,0.67589635,0.6933993
1,0.613465918535021,0.6381601,0.63031816,0.668711
1,0.5903687183598949,0.5668882,0.42323524,0.4010328
1,0.4438550304071613,0.4256741,0.29250792,0.27285296
1,0.608562567282371,0.65135866,0.6206013,0.56680834
0,0.0278079751623607,0.024671769,0.0062965816,0.0074629523
1,0.7101599908070427,0.7017772,0.8114176,0.5466675
1,0.6303771798338373,0.6041319,0.6487364,0.6901935
0,0.2929165957067887,0.19300081,0.29167098,0.12679388
1,0.6856130186220252,0.67205256,0.60887957,0.46785116
1,0.5837380398420999,0.54068065,0.7037906,0.7295933
0,0.3950030004960577,0.3243547,0.48029348,0.42057207
1,0.6212663003166884,0.64296633,0.61962503,0.5479306
0,0.0440634267562794,0.06903358,0.05549309,0.019365327
1,0.5558043140800306,0.6165568,0.6121306,0.555443
0,0.051504616409005,0.10204062,0.11925231,0.043022703
1,0.5278033844001132,0.54706454,0.50640297,0.3503076
1,0.7144135672519433,0.72944635,0.7241833,0.20003845
0,0.6341975518037789,0.5886079,0.4921297,0.5616225
1,0.5508692084746741,0.48913097,0.37554786,0.5988328
1,0.4186643836211463,0.45001563,0.5005295,0.5059892
0,0.3947367164305608,0.40559006,0.29995117,0.2562573
0,0.0316762570534057,0.009571122,0.0039862418,0.010437666
1,0.7198123009261121,0.7483326,0.7522351,0.77709144
1,0.7266057795697399,0.78456205,0.8476782,0.800032
1,0.5994068609834853,0.50017005,0.2737298,0.42516452
1,0.6994105846996702,0.77771777,0.75408465,0.7674645
0,0.2578166020528767,0.17961945,0.29949114,0.24011226
0,0.1503744031155869,0.16179775,0.10817679,0.06825205
1,0.5862782648551191,0.53885525,0.5626531,0.60640633
0,0.0366044561766788,0.035365716,0.011532465,0.0140233515
0,0.5494673133715712,0.5556901,0.6130598,0.5586365
0,0.4772299870248591,0.506087,0.46201032,0.39349285
1,0.5549930419515049,0.56572825,0.49495733,0.30429527
0,0.0790812683607198,0.15624258,0.10457795,0.10508519
0,0.085797802884085,0.06026481,0.0047549177,0.011382349
1,0.4634253294001133,0.43887576,0.3615115,0.3545675
1,0.7140060661175512,0.7031085,0.7475718,0.5957296
0,0.513174979015871,0.47711828,0.7499699,0.14464147
0,0.4623566634880344,0.40534467,0.57979894,0.3732769
0,0.3792935636367586,0.2812771,0.19249208,0.15511972
0,0.1367198781766339,0.24350172,0.22210585,0.3269768
0,0.1998782610706304,0.10734544,0.05679516,0.023278916
1,0.5070075842249927,0.64410716,0.71492946,0.7073749
1,0.3568749241079048,0.4040805,0.44062722,0.45588073
1,0.7406411024038217,0.7244704,0.69719136,0.87202317
0,0.3876886829420075,0.21941318,0.20053971,0.074784614
1,0.5958035462526367,0.57940733,0.5611311,0.55934423
0,0.0272522123269686,0.018554308,0.004711484,0.03387142
0,0.0291555780800399,0.033385415,0.0036186276,0.012534392
0,0.3904539811429303,0.37595057,0.3435801,0.3217779
0,0.0273967797411292,0.032213576,0.0069845146,0.013894341
1,0.7444263542517673,0.7897836,0.6937606,0.7700575
1,0.7627580148878846,0.79703563,0.7825545,0.8183156
0,0.0273794559837597,0.026612585,0.025845956,0.010638229
0,0.2963173531225199,0.30534443,0.44151568,0.2749849
1,0.6245478834794745,0.72819084,0.80884427,0.73835737
0,0.4678225536389982,0.41573057,0.63971,0.5603991
0,0.5632009949148268,0.5911471,0.5845368,0.5532112
0,0.0389563385507678,0.06368044,0.04552359,0.029487142
1,0.3355784231197928,0.27790794,0.25741556,0.2978126
1,0.6428101364695289,0.7040981,0.73828006,0.7378865
1,0.5992075781294068,0.6550242,0.64968246,0.6659583
0,0.0779521633507869,0.10669962,0.17143182,0.076304145
0,0.0256320646885731,0.013174255,0.0029535324,0.006793554
1,0.6355147414870664,0.6041223,0.65340865,0.59125847
0,0.0270337141151383,0.023223167,0.0065003852,0.06324637
1,0.4243022230535599,0.44500828,0.64200383,0.43218374
0,0.439174749154246,0.38971052,0.4213839,0.41646704
1,0.5354334118645847,0.4208441,0.29798865,0.2653731
1,0.4686783628407555,0.44952464,0.49317658,0.46740273
1,0.5873794105825837,0.51023895,0.68946654,0.6637829
0,0.0312558001537776,0.05084094,0.011534004,0.035557862
1,0.542085406907247,0.49064484,0.34464192,0.32651362
0,0.6027023886373382,0.5568853,0.58837694,0.48847157
1,0.6343315362859638,0.7209159,0.6624038,0.8313228
0,0.0252863157780948,0.016556453,0.005106471,0.0050000087
0,0.4637129747021241,0.4831643,0.4320853,0.37966183
1,0.1136323318855943,0.057361864,0.12621623,0.09068424
0,0.0595376538518005,0.038904157,0.00791414,0.029193774
0,0.0285556327995405,0.031160055,0.0033501177,0.00031206314
1,0.6506104069905794,0.65761536,0.7066455,0.6551173
0,0.1615177585315003,0.16891076,0.23746261,0.07524967
0,0.0321976900430432,0.029153656,0.0072694262,0.0053510116
1,0.5457720149040212,0.52511376,0.43903765,0.48414347
0,0.0329193491891599,0.04175122,0.011530884,0.01339675
1,0.6525066278050262,0.66619456,0.69895387,0.7345479
1,0.5942285343688034,0.5967903,0.65676785,0.5758029
0,0.6201770752392587,0.5611731,0.5707099,0.4679885
1,0.589895511956236,0.6334394,0.6841166,0.5737782
0,0.4138711981367192,0.36505648,0.38412446,0.24136719
1,0.625331958516565,0.6961879,0.75875574,0.39963445
1,0.6164150100494228,0.56219065,0.49327296,0.6277408
0,0.341061978620417,0.17963986,0.12827301,0.21851707
0,0.035827596087297,0.012048511,0.0024301012,0.0023799615
1,0.6063957767394333,0.66002226,0.615737,0.64547557
1,0.6322287705757751,0.6979103,0.7154966,0.73031014
0,0.2586528193614975,0.20867537,0.24173108,0.20557156
1,0.5679964000195895,0.61127603,0.29481342,0.6544277
0,0.5797412881479818,0.5205162,0.6838931,0.7818988
1,0.5493689650369623,0.6799487,0.63148457,0.7681119
1,0.7029984138840629,0.59594756,0.54710925,0.47878143
1,0.4118828266475073,0.55843437,0.51434994,0.4452523
0,0.4886846033365321,0.5484636,0.6779083,0.5045668
0,0.0501640210805951,0.07062827,0.013818966,0.016578153
0,0.5387919309671949,0.49490055,0.24505022,0.14584868
1,0.3942814646571557,0.4466045,0.33124667,0.33852556
1,0.5500016376119418,0.5231588,0.6325438,0.5636579
1,0.6014005867783528,0.54571617,0.4433248,0.49965563
0,0.0291979337932677,0.027651848,0.0047167307,0.009992002
1,0.4361746498355723,0.49278083,0.69394517,0.6748443
1,0.3407149421245616,0.3647494,0.2736101,0.36326984
1,0.5774738369251079,0.6772324,0.7175706,0.7457671
0,0.0321645348170143,0.061185256,0.043884143,0.010110841
0,0.5930209718063842,0.6004702,0.59302294,0.60196584
1,0.5486918476031092,0.49811623,0.5462385,0.5401196
0,0.02707296798366,0.040616173,0.015301317,0.08199061
1,0.5771574616757106,0.57668424,0.64624286,0.47129706
1,0.6856757253916107,0.75030285,0.8389418,0.24736665
0,0.5705332473320016,0.61740303,0.5578155,0.34813195
1,0.4472074869855822,0.4092915,0.471449,0.49154013
1,0.6439212123739105,0.66820395,0.5705444,0.67884296
0,0.0671858649391508,0.019688325,0.0054732235,0.044104792
0,0.025025773596689,0.010600453,0.0012321755,0.0004706806
1,0.3619540170101136,0.42002705,0.4054227,0.32131514
0,0.4013836461520408,0.28344116,0.444079,0.5024114
0,0.0425453394250327,0.071797386,0.04424676,0.057357084
1,0.4072382822245353,0.2355628,0.37287614,0.25714877
1,0.6103523178950654,0.7135023,0.7075967,0.66088367
1,0.3706870787477455,0.39394435,0.5808284,0.5655154
1,0.3442789270221276,0.30722037,0.29869932,0.2816577
0,0.025295090834058,0.02300516,0.0054216105,0.03664473
0,0.0255580270292473,0.028099762,0.0019248163,0.0008091381
0,0.2908567731897552,0.2890785,0.23638114,0.30958652
1,0.70089438655813,0.7187534,0.6529591,0.5782277
1,0.5183704591637985,0.4995848,0.52943206,0.4884716
0,0.5888819039410746,0.52025497,0.44661272,0.56498426
0,0.0275675519386715,0.019898584,0.037302006,0.00911521
0,0.3235789107589427,0.31257993,0.42645887,0.17549497
1,0.4769761795515645,0.5121608,0.45433968,0.56532705
1,0.6314194321573208,0.56574,0.52352345,0.5062432
0,0.4628235783406956,0.46645254,0.524858,0.48457083
1,0.552468004702257,0.5210529,0.4646619,0.40756297
1,0.5301827313000096,0.43526688,0.4982193,0.43344188
1,0.6363504932759547,0.63735694,0.55997235,0.7130479
0,0.1257105351813665,0.0725853,0.03487979,0.01846104
0,0.0273627252448577,0.02124654,0.007319625,0.0021999162
1,0.6846931877037042,0.6990151,0.62360096,0.7496576
1,0.5699513868534362,0.69998646,0.6938993,0.7217509
1,0.4315420125188686,0.42786953,0.48634562,0.34920034
0,0.4561930037994173,0.37898478,0.5028845,0.40586603
1,0.6591839388942947,0.6825596,0.7246885,0.6152965
0,0.5356783322376814,0.34864247,0.32784265,0.46865118
1,0.5506988079787671,0.538222,0.44472483,0.55796564
1,0.6740592220110381,0.68711686,0.6696259,0.8183013
1,0.650013096562237,0.7403604,0.6844607,0.77855796
1,0.639832541335074,0.63812727,0.62714666,0.63635474
0,0.0302584301187121,0.02385855,0.006525519,0.0042502945
1,0.572372388306582,0.51666677,0.51734746,0.52546436
0,0.2897426973168376,0.30114496,0.29145488,0.120129675
0,0.5875572952287483,0.5307276,0.55338913,0.25104466
0,0.5222803263576068,0.53706414,0.43288955,0.6295826
0,0.0257049089408729,0.009451559,0.002368374,0.0026957213
1,0.6669251444599754,0.6000519,0.62069494,0.6350705
0,0.0282227860864461,0.032138374,0.04358571,0.027398007
1,0.4948351693553232,0.5764207,0.5506485,0.6072155
0,0.0773803133238432,0.042344477,0.03928211,0.028549105
0,0.2327749156236757,0.2726768,0.1426931,0.1764742
0,0.0273430273057486,0.009351383,0.0015499428,0.0042509236
1,0.7486200609870391,0.76502424,0.85302746,0.8471515
0,0.4330142156454594,0.4214665,0.29905784,0.45266777
0,0.435867075189136,0.37957737,0.38584322,0.46123993
1,0.7192610338942681,0.7280352,0.73475516,0.7662262
0,0.2953994975763356,0.30585918,0.3006076,0.17561778
0,0.3594620612978588,0.3847801,0.40492174,0.23877704
1,0.4565271055405084,0.3841177,0.54778993,0.23691323
1,0.6272536749312846,0.63950634,0.6612588,0.61952436
1,0.3623095875502395,0.35360375,0.44957232,0.49902236
0,0.4894513697897414,0.4520658,0.52567685,0.5176726
1,0.6359516009217903,0.5554441,0.45873946,0.5045408
0,0.0583431468978822,0.027207572,0.004028646,0.04555919
0,0.0324433038523941,0.050756954,0.016060162,0.06725962
1,0.6605895321853341,0.79378897,0.7949676,0.6497384
0,0.2905399119110211,0.3137067,0.24878547,0.2405742
1,0.4609783282473233,0.5208774,0.4020933,0.4216755
1,0.6156168071872166,0.50752455,0.6097537,0.5650831
0,0.584856703830553,0.61238766,0.720996,0.70865715
0,0.3786255569725121,0.25846303,0.38294297,0.36192995
0,0.353871534955943,0.31863415,0.31212455,0.33853984
1,0.5956881197655514,0.6368873,0.5857185,0.6536714
1,0.6106672996838856,0.6809932,0.6658756,0.30457032
0,0.6048098078060546,0.6191262,0.57363164,0.4707477
0,0.0272486017785504,0.027229395,0.009653563,0.030188873
1,0.7589272894448674,0.81201005,0.8332112,0.7982877
1,0.2274793167076294,0.22577158,0.3078774,0.13644975
1,0.5641024883574088,0.64379394,0.7030707,0.6269958
1,0.6402586042189963,0.6869072,0.7276374,0.6492421
0,0.3286916046995102,0.27838352,0.3093824,0.11253084
0,0.5234985021059207,0.5472053,0.68109226,0.56754744
0,0.5965438115171435,0.59327185,0.57592165,0.580239
0,0.4977854713426816,0.50909865,0.6406139,0.43382964
0,0.6208105322820382,0.565406,0.5912648,0.40593806
0,0.0460860343994931,0.042112753,0.00019183218,0.0003658288
1,0.3489984728293867,0.3857033,0.456307,0.3602031
0,0.0254094470805667,0.018277759,0.0072468673,0.027122455
1,0.5791750772299125,0.576544,0.6642852,0.72392863
0,0.0263063234744469,0.008191636,0.0032066095,0.12950169
1,0.5628254752038978,0.64398515,0.767946,0.8289659
1,0.0298242112265549,0.027707614,0.014071325,0.030348524
0,0.2747882584762408,0.28283387,0.21396606,0.15595105
1,0.5747270231739738,0.58549595,0.63241196,0.5148412
1,0.5787325753343427,0.64789546,0.5969643,0.498495
1,0.6368138433708381,0.6473924,0.5388484,0.5634754
0,0.1673553058132376,0.15376005,0.12115907,0.19319138
1,0.4658394336378709,0.42076328,0.44360134,0.648544
1,0.6582986295600933,0.692701,0.6997828,0.6994607
1,0.4493385367775337,0.44085452,0.5863508,0.41968888
1,0.4791261827397826,0.42335448,0.52978534,0.16860949
0,0.0276587900871981,0.022993974,0.0051308656,0.01363493
0,0.4562296275426318,0.39552882,0.3817791,0.4193212
1,0.564928020444048,0.5662394,0.3201207,0.22827055
1,0.4641758173102758,0.44545996,0.59928185,0.31376293
0,0.030371917179903,0.06885866,0.0332672,0.02374702
0,0.5250731824866499,0.4921202,0.6776184,0.4375598
1,0.6359987437317913,0.6138146,0.6218894,0.45117408
0,0.5141521606590372,0.570512,0.6387263,0.3948513
1,0.7203743185819144,0.72802174,0.71445733,0.88106096
1,0.7170932387519097,0.72441536,0.7440967,0.63122946
1,0.345563419244547,0.2777878,0.18355624,0.09716315
0,0.0774328555703524,0.16269238,0.32839358,0.35570654
0,0.2705946611471614,0.30305105,0.3177913,0.21323392
0,0.5262588338567801,0.48765057,0.35332468,0.32684565
0,0.0303385127064329,0.053662296,0.030657083,0.013280447
1,0.7344415041889816,0.71696144,0.740665,0.82392216
1,0.5522228070025734,0.53959036,0.5235952,0.5072989
0,0.0264295902209221,0.011072912,0.007809306,0.02193114
0,0.0258519173777564,0.01677324,0.07750404,0.038918834
0,0.0278070984584075,0.021509314,0.0018584834,0.014565377
0,0.4562169658495455,0.3154629,0.39000013,0.24639182
0,0.4825554889181404,0.56203526,0.4856883,0.42337868
0,0.0291059200115872,0.04465942,0.01332081,0.006272054
0,0.2686438522131468,0.20948471,0.13859111,0.19028036
1,0.5793624699520308,0.63643664,0.82535297,0.7655197
1,0.626117410450119,0.5543274,0.3700541,0.33753863
0,0.0306836016323909,0.018464334,0.005321738,0.007896193
1,0.7199148584484997,0.76611984,0.7908882,0.57613796
1,0.4930171129243013,0.563778,0.64930624,0.35828725
0,0.06939804911352,0.050431706,0.04668671,0.058405887
0,0.0308320323889809,0.033995956,0.0112616345,0.017514693
1,0.4930148700359858,0.44158,0.56174636,0.48029047
0,0.7079182612075392,0.6977958,0.7544685,0.6946553
0,0.2778787478589956,0.25523755,0.18348193,0.13900167
1,0.6258808378098799,0.6202772,0.54848355,0.5754201
0,0.026535619670035,0.014580913,0.004049277,0.0087569
0,0.5179689860371167,0.47054568,0.58943236,0.42160848
0,0.0248452993256531,0.008830995,0.0038815958,0.012036268
1,0.5292308350743533,0.55599916,0.69512343,0.57937443
0,0.0282150771854607,0.032629892,0.0077131377,0.02984048
0,0.1958637934349492,0.23622182,0.27676985,0.18425164
1,0.4805542023779164,0.48413327,0.5798446,0.47156706
0,0.2366592714933345,0.16200888,0.14085627,0.16374217
1,0.5009241759865847,0.5408988,0.62685233,0.6075922
1,0.2972572683632891,0.3368649,0.274534,0.2828806
1,0.5481681019274717,0.58008915,0.59758335,0.52617794
1,0.627320767958278,0.7399378,0.80717707,0.806131
1,0.4750823725544468,0.44672218,0.5167454,0.34969515
1,0.3370891146427384,0.32020795,0.35452458,0.23107071
0,0.0253012047193294,0.011673002,0.00026369197,0.0010695389
1,0.6217768381829948,0.6425846,0.6456823,0.7424171
1,0.673686999069382,0.75654304,0.797856,0.7197651
0,0.0276324353825867,0.014229127,0.004688716,0.0016758849
1,0.6688710594739891,0.7041017,0.79760236,0.59155077
1,0.5519186124226988,0.68076,0.6989193,0.69380367
1,0.5676951283835157,0.55969596,0.685495,0.67224157
0,0.5100472866238269,0.37412012,0.5329742,0.5473566
0,0.5896211145397835,0.7165882,0.7234315,0.48815212
1,0.1546434174668373,0.328635,0.74332494,0.46755362
0,0.6360190296200474,0.6149333,0.63018066,0.54792446
0,0.0936467996645139,0.14512676,0.062133815,0.061675698
1,0.5252161798909212,0.4479333,0.3750452,0.3806441
0,0.0289940704053086,0.03639099,0.02979453,0.01801721
1,0.4958055682494904,0.46745798,0.43354937,0.42751807
0,0.5997263819098533,0.5771001,0.576305,0.43689653
0,0.625239219924382,0.665644,0.6113872,0.6275591
1,0.5527159670168352,0.61283726,0.6037881,0.6463094
0,0.0279357221359742,0.04208623,0.0073152017,0.049496155
1,0.4803988472264126,0.45046568,0.54435325,0.48208743
0,0.5783218411040578,0.58319736,0.52852505,0.478562
1,0.5742128916704925,0.5342687,0.5846994,0.45989993
0,0.5111021060891877,0.50376517,0.6318073,0.47942656
1,0.7188615161953339,0.7247801,0.6132096,0.6065078
1,0.5006107695246955,0.5530136,0.62140346,0.68031645
1,0.4944701004456597,0.48083615,0.47551352,0.47151324
0,0.3975872651528925,0.37020242,0.29852435,0.3182082
1,0.5376965572884659,0.50362366,0.60329604,0.30376664
1,0.6610386257888505,0.6866972,0.75394595,0.7176366
0,0.5516341850688289,0.5526865,0.4823298,0.43502602
0,0.6343394687867324,0.6231481,0.67540014,0.5417876
0,0.0314931281521784,0.05969275,0.011805069,0.019569434
0,0.0250026623826686,0.022326035,0.0030722255,0.040372044
1,0.6290713061754823,0.6800695,0.6846119,0.67431027
0,0.0863120417355929,0.0718361,0.034292504,0.009981723
0,0.3995394561573448,0.3032043,0.17790511,0.43213552
0,0.0303577831557636,0.014398594,0.0083915,0.011149128
0,0.5040810403585421,0.457799,0.5168965,0.41752174
0,0.2706984731054082,0.12594898,0.093993284,0.16005881
0,0.0266277314962651,0.03846656,0.0008589951,0.002145508
0,0.4291084932543458,0.45442918,0.47711918,0.5213417
0,0.0386954503575489,0.030766241,0.025074309,0.044843204
0,0.4977429240629426,0.571199,0.5695959,0.4461079
1,0.0412496629745739,0.087920174,0.022851722,0.06317863
1,0.6884500007357175,0.79070264,0.7994849,0.82374007
0,0.3021936569270743,0.2522605,0.35149065,0.15940967
0,0.0478165284722165,0.02035307,0.0024793055,0.0046259975
0,0.0573836309501802,0.07976622,0.08320324,0.14562878
0,0.6062029062292424,0.5579317,0.632465,0.5253681
1,0.5567983759067219,0.57815725,0.6711165,0.46694335
1,0.5360098989828306,0.45604122,0.4375589,0.39620832
1,0.7410269492433769,0.8338905,0.79831064,0.7442436
0,0.1067468549100521,0.031980097,0.023681313,0.014569394
